@churn reason,@customers/revenue,@Lost/gain,@service_type,@symbol,@symcol survey,@Tree tooltip,Age,Age (bin),Age (group),Button_count,Button_revenue,Churn Category,Churn Reason,City,Contract,Customer ID,Customer Status,Customer Status (group),Device Protection Plan,dispaly,dispaly 2,dummy,Gender,Internet Service,Internet Type,Married,Monthly Charge (group),Multiple Lines,Offer,Online Backup,Online Security,Paperless Billing,Payment Method,Phone Service,Premium Tech Support,state,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months (bin),Unlimited Data,value,Zip Code,@ total revenue,@1.avg purchase value,@2.APFR,@3.Avg CV,@4.ACL,@5.CLTV,@churn  revenue label,@Churned revenue,@churned_revenure,@joined revenue label,@joined&stayed_revenure,@monthly charge LTV,@new customer,#NAME?,@tenure_LTV,@Total Revenue in 1-year,Avg monthly charge,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Avg Revenue per month,Latitude,Longitude,min,Monthly charg_cal,Monthly Charge,Number of Dependents,Number of Referrals,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,zero
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,50,48,45-54,TRUE,FALSE,,,Aguanga,One Year,3957-HHLMR,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$60 to < $75,Yes,Offer A,No,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,5 to <6,Yes,Low Monthly charge & Longer Tenure,92536,0.00662355,64.90214286,12,778.8257143,5.833333333,4543.15,,,,,6623.55,64.90214286,0,6623.55,12,778.8257143,94.62214286,12,29.72,94.62214286,33.482243,-116.827173,-1,64.90214286,65.2,0,1,70,4543.15,0,2080.4,0,6623.55,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,46,40,45-54,TRUE,FALSE,,,Pacifica,One Year,7285-KLOTR,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$75 to < $90,Yes,None,No,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,1 to <2,Yes,Low Monthly charge & Shorter Tenure,94044,0.00117783,73.0625,12,876.75,1,876.75,,,,,1177.83,73.0625,1,1177.83,12,876.75,98.1525,17,25.09,98.1525,37.573633,-122.455167,-1,73.0625,78.85,0,3,12,876.75,0,301.08,0,1177.83,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,24,24,<25,TRUE,FALSE,,,San Gabriel,One Year,3858-XHYJO,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,Offer B,No,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,91776,0.00511655,105.71375,12,1268.565,3.333333333,4228.55,,,,,5116.55,105.71375,0,5116.55,12,1268.565,127.91375,76,22.2,127.91375,34.089927,-118.095645,-1,105.71375,105.75,0,5,40,4228.55,0,888,0,5116.55,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,41,40,35-44,TRUE,FALSE,,,Cardiff By The Sea,One Year,7619-PLRLP,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$60 to < $75,Yes,Offer B,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,4-<5,Yes,Low Monthly charge & Longer Tenure,92007,0.00580237,72.33867925,12,868.0641509,4.416666667,3833.95,,,,,5802.37,72.33867925,0,5802.37,12,868.0641509,109.4786792,4,37.14,109.4786792,33.015866,-117.272254,-1,72.33867925,74.1,0,3,53,3833.95,0,1968.42,0,5802.37,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,47,40,45-54,TRUE,FALSE,,,Cambria,One Year,5915-DGNVC,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$60 to < $75,Yes,Offer B,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,4-<5,Yes,Low Monthly charge & Longer Tenure,93428,0.00470195,70.85816327,12,850.2979592,4.083333333,3472.05,,,,,4701.95,70.85816327,0,4701.95,12,850.2979592,95.95816327,30,25.1,95.95816327,35.591387,-121.032256,-1,70.85816327,71.8,0,9,49,3472.05,0,1229.9,0,4701.95,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,54,48,45-54,TRUE,FALSE,,,Valley Springs,One Year,6198-PNNSZ,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,Offer B,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,95252,0.00822421,109.1008929,12,1309.210714,4.666666667,6109.65,,,,,8224.21,109.1008929,0,8224.21,12,1309.210714,146.8608929,21,37.76,146.8608929,38.156971,-120.849231,-1,109.1008929,109.8,0,9,56,6109.65,0,2114.56,0,8224.21,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,32,32,25-34,TRUE,FALSE,,,Mariposa,Two Year,7771-CFQRQ,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$60 to < $75,No,None,Yes,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,3 to <4,No,Low Monthly charge & Longer Tenure,95338,0.00450007,63.98404255,12,767.8085106,3.916666667,3007.25,,,,,4500.07,63.98404255,0,4500.07,12,767.8085106,95.74617021,57,30.06,95.74617021,37.526791,-119.99437,-1,63.98404255,63.8,3,0,47,3007.25,80,1412.82,0,4500.07,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,51,48,45-54,TRUE,FALSE,,,Garden Grove,Two Year,6050-FFXES,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,None,No,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,No,High Monthly charge & Longer Tenure,92844,0.00830426,104.9369565,12,1259.243478,5.75,7240.65,,,,,8304.26,104.9369565,0,8304.26,12,1259.243478,120.3515942,6,14.69,120.3515942,33.766476,-117.969795,-1,104.9369565,105.35,0,3,69,7240.65,50,1013.61,0,8304.26,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,61,56,55-64,TRUE,FALSE,,,Modesto,Two Year,3617-XLSGQ,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,5 to <6,No,High Monthly charge & Longer Tenure,95355,0.00848976,107.3106061,12,1287.727273,5.5,7082.5,,,,,8489.76,107.3106061,0,8489.76,12,1287.727273,128.6327273,25,20.11,128.6327273,37.672906,-120.946594,-1,107.3106061,109.25,2,2,66,7082.5,80,1327.26,0,8489.76,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,47,40,45-54,TRUE,FALSE,,,Citrus Heights,Two Year,3084-DOWLE,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$90 to < $105,Yes,Offer A,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,6 & more,No,Low Monthly charge & Longer Tenure,95621,0.00970128,89.92222222,12,1079.066667,6,6474.4,,,,,9701.28,89.92222222,0,9701.28,12,1079.066667,134.74,16,43.29,134.74,38.69549,-121.307864,-1,89.92222222,92,0,8,72,6474.4,110,3116.88,0,9701.28,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,22,16,<25,TRUE,FALSE,,,Pioneer,Two Year,5117-ZSMHQ,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,Yes,Offer A,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,No,Low Monthly charge & Longer Tenure,95666,0.00916017,89.33380282,12,1072.005634,5.916666667,6342.7,,,,,9160.17,89.33380282,0,9160.17,12,1072.005634,129.0164789,85,37.57,129.0164789,38.546999,-120.271114,-1,89.33380282,89.9,1,9,71,6342.7,150,2667.47,0,9160.17,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,72,72,65>,TRUE,FALSE,,,San Mateo,Two Year,4526-ZJJTM,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$75 to < $90,No,None,Yes,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,2 to <3,Yes,Low Monthly charge & Shorter Tenure,94403,0.00267715,87.646,12,1051.752,2.083333333,2191.15,,,,,2677.15,87.646,0,2677.15,12,1051.752,107.086,4,19.44,107.086,37.538309,-122.305109,-1,87.646,88.4,0,1,25,2191.15,0,486,0,2677.15,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,30,24,25-34,TRUE,FALSE,,,Gilroy,Two Year,2351-BKRZW,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$75 to < $90,No,None,No,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,3 to <4,Yes,Low Monthly charge & Longer Tenure,95020,0.00454349,75.68255814,12,908.1906977,3.583333333,3254.35,,,,,4543.49,75.68255814,0,4543.49,12,908.1906977,105.6625581,59,29.98,105.6625581,37.03889,-121.528955,-1,75.68255814,75.2,1,10,43,3254.35,0,1289.14,0,4543.49,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,21,16,<25,TRUE,FALSE,,,San Bernardino,Two Year,6288-CHQJB,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$60 to < $75,No,Offer B,No,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,4-<5,Yes,Low Monthly charge & Longer Tenure,92405,0.00539303,71.70092593,12,860.4111111,4.5,3871.85,,,,,5393.03,71.70092593,0,5393.03,12,860.4111111,99.87092593,76,28.17,99.87092593,34.142747,-117.300864,-1,71.70092593,69.95,0,3,54,3871.85,0,1521.18,0,5393.03,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,25,24,25-34,TRUE,FALSE,,,El Sobrante,Two Year,8146-QQKZH,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,No,Offer A,No,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,Low Monthly charge & Longer Tenure,94803,0.00636673,83.44225352,12,1001.307042,5.916666667,5924.4,,,,,6366.73,83.44225352,0,6366.73,12,1001.307042,89.67225352,58,6.23,89.67225352,37.963995,-122.288296,-1,83.44225352,81.85,0,4,71,5924.4,0,442.33,0,6366.73,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,32,32,25-34,TRUE,FALSE,,,Pacoima,Two Year,5840-NVDCG,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$60 to < $75,No,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,1 to <2,Yes,Low Monthly charge & Shorter Tenure,91331,0.00143677,69.678125,12,836.1375,1.333333333,1114.85,,,,,1436.77,69.678125,0,1436.77,12,836.1375,89.798125,30,20.12,89.798125,34.255442,-118.421314,-1,69.678125,68.25,1,10,16,1114.85,0,321.92,0,1436.77,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,20,16,<25,TRUE,FALSE,,,San Juan Bautista,Two Year,2516-XSJKX,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,No,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,3 to <4,Yes,Low Monthly charge & Longer Tenure,95045,0.00445034,76.25487805,12,915.0585366,3.416666667,3126.45,,,,,4450.34,76.25487805,0,4450.34,12,915.0585366,108.544878,69,32.29,108.544878,36.810568,-121.503022,-1,76.25487805,78.45,2,1,41,3126.45,0,1323.89,0,4450.34,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,25,24,25-34,TRUE,FALSE,,,San Francisco,Two Year,2296-DKZFP,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$60 to < $75,No,Offer B,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,5 to <6,Yes,Low Monthly charge & Longer Tenure,94118,0.00447005,67.48,12,809.76,5.416666667,4386.2,,,,,4470.05,67.48,0,4470.05,12,809.76,68.77,51,1.29,68.77,37.781304,-122.461522,-1,67.48,71,0,1,65,4386.2,0,83.85,0,4470.05,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,46,40,45-54,TRUE,FALSE,,,Cardiff By The Sea,Two Year,6479-VDGRK,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$75 to < $90,No,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,6 & more,Yes,Low Monthly charge & Longer Tenure,92007,0.00873056,85.12777778,12,1021.533333,6,6129.2,,,,,8730.56,85.12777778,0,8730.56,12,1021.533333,121.2577778,21,36.13,121.2577778,33.015866,-117.272254,-1,85.12777778,85.3,1,0,72,6129.2,0,2601.36,0,8730.56,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,75,72,65>,TRUE,FALSE,,,Port Hueneme,Two Year,9168-INPSZ,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,No,Bank Withdrawal,Yes,Yes,California,Yes,No,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,93041,0.00541217,102.1738636,12,1226.086364,3.666666667,4495.65,,,,,5412.17,102.1738636,0,5412.17,12,1226.086364,123.0038636,9,20.83,123.0038636,34.110124,-119.100972,-1,102.1738636,104.15,0,10,44,4495.65,0,916.52,0,5412.17,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,70,64,65>,TRUE,FALSE,,,Porterville,Two Year,4238-JSSWH,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,2 to <3,Yes,High Monthly charge & Longer Tenure,93257,0.0050321,98.64428571,12,1183.731429,2.916666667,3452.55,,,,,5032.1,98.64428571,0,5032.1,12,1183.731429,143.7742857,10,45.13,143.7742857,36.008958,-118.891593,-1,98.64428571,102.05,0,1,35,3452.55,0,1579.55,0,5032.1,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,60,56,55-64,TRUE,FALSE,,,Cazadero,Two Year,6766-HFKLA,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,95421,0.00631163,102.5776786,12,1230.932143,4.666666667,5744.35,,,,,6311.63,102.5776786,0,6311.63,12,1230.932143,112.7076786,13,10.13,112.7076786,38.578807,-123.19338,-1,102.5776786,103.2,0,10,56,5744.35,0,567.28,0,6311.63,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,47,40,45-54,TRUE,FALSE,,,Whittier,Two Year,6898-RBTLU,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,<$15,Yes,Offer B,Yes,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,4-<5,Yes,Low Monthly charge & Longer Tenure,90602,0.00471585,79.64183674,12,955.7020408,4.083333333,3902.45,,,,,4715.85,79.64183674,0,4715.85,12,955.7020408,96.24183674,14,16.6,96.24183674,33.972119,-118.020188,-1,79.64183674,-2,1,9,49,3902.45,0,813.4,0,4715.85,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,58,56,55-64,TRUE,FALSE,,,Castella,Two Year,2245-ADZFJ,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,Yes,Offer C,Yes,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,2 to <3,Yes,Low Monthly charge & Longer Tenure,96017,0.00335572,79.72903226,12,956.7483871,2.583333333,2471.6,,,,,3355.72,79.72903226,0,3355.72,12,956.7483871,108.2490323,2,28.52,108.2490323,41.121108,-122.336613,-1,79.72903226,80.55,0,9,31,2471.6,0,884.12,0,3355.72,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,36,32,35-44,TRUE,FALSE,,,Rio Nido,Two Year,2211-RMNHO,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$75 to < $90,Yes,None,Yes,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,Low Monthly charge & Longer Tenure,95471,0.00727088,81.76470588,12,981.1764706,5.666666667,5560,,,,,7270.88,81.76470588,0,7270.88,12,981.1764706,106.9247059,26,25.16,106.9247059,38.522328,-122.97932,-1,81.76470588,85.3,2,1,68,5560,0,1710.88,0,7270.88,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,41,40,35-44,TRUE,FALSE,,,Fullerton,Two Year,2990-OGYTD,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,Yes,Offer A,Yes,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,Low Monthly charge & Longer Tenure,92831,0.00609825,87.81865672,12,1053.823881,5.583333333,5883.85,,,,,6098.25,87.81865672,0,6098.25,12,1053.823881,91.01865672,23,3.2,91.01865672,33.879983,-117.895482,-1,87.81865672,86.15,0,1,67,5883.85,0,214.4,0,6098.25,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,32,32,25-34,TRUE,FALSE,,,Zenia,Two Year,6308-CQRBU,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,95595,0.00982208,108.5591549,12,1302.709859,5.916666667,7707.7,,,,,9822.08,108.5591549,0,9822.08,12,1302.709859,138.3391549,22,29.78,138.3391549,40.170357,-123.417298,-1,108.5591549,109.25,0,7,71,7707.7,0,2114.38,0,9822.08,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,52,48,45-54,TRUE,FALSE,,,Ukiah,Two Year,3705-RHRFR,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,95482,0.0100045,99.64275362,12,1195.713043,5.75,6875.35,,,,,10004.5,99.64275362,0,10004.5,12,1195.713043,144.9927536,19,45.35,144.9927536,39.134075,-123.23422,-1,99.64275362,99.15,0,6,69,6875.35,0,3129.15,0,10004.5,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,25,24,25-34,TRUE,FALSE,,,Moss Landing,Two Year,8659-IOOPU,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer A,No,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,5 to <6,Yes,High Monthly charge & Longer Tenure,95039,0.00942694,100.8408451,12,1210.090141,5.916666667,7159.7,,,,,9426.94,100.8408451,0,9426.94,12,1210.090141,132.7738028,59,32.16,132.7738028,36.863303,-121.781632,-1,100.8408451,100.45,2,4,71,7159.7,0,2283.36,16.12,9426.94,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,49,48,45-54,TRUE,FALSE,,,Dublin,Two Year,2789-CZANW,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,Offer B,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,94568,0.00835154,109.3328125,12,1311.99375,5.333333333,6997.3,,,,,8351.54,109.3328125,0,8351.54,12,1311.99375,130.4928125,23,21.16,130.4928125,37.713926,-121.928425,-1,109.3328125,110.3,1,7,64,6997.3,0,1354.24,0,8351.54,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,68,64,65>,TRUE,FALSE,,,Berry Creek,Two Year,8336-TAVKX,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,6 & more,Yes,Low Monthly charge & Longer Tenure,95916,0.00682129,78.92013889,12,947.0416667,6,5682.25,,,,,6821.29,78.92013889,0,6821.29,12,947.0416667,94.74013889,13,15.82,94.74013889,39.657228,-121.37778,-1,78.92013889,78.45,0,10,72,5682.25,0,1139.04,0,6821.29,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,30,24,25-34,TRUE,FALSE,,,Lucerne,Two Year,2400-XIWIO,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$90 to < $105,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,Low Monthly charge & Longer Tenure,95458,0.00789633,88.88591549,12,1066.630986,5.916666667,6310.9,,,,,7896.33,88.88591549,0,7896.33,12,1066.630986,111.2159155,71,22.33,111.2159155,39.141934,-122.770679,-1,88.88591549,90.1,0,2,71,6310.9,0,1585.43,0,7896.33,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,52,48,45-54,TRUE,FALSE,,,San Francisco,Two Year,3227-WLKLI,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$90 to < $105,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,Low Monthly charge & Longer Tenure,94112,0.0066211,91.75307692,12,1101.036923,5.416666667,5963.95,,,,,6621.1,91.75307692,0,6621.1,12,1101.036923,101.8630769,26,10.11,101.8630769,37.720498,-122.443119,-1,91.75307692,91.55,3,1,65,5963.95,0,657.15,0,6621.1,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,49,48,45-54,TRUE,FALSE,,,Cassel,Two Year,5879-HMFFH,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,6 & more,Yes,Low Monthly charge & Longer Tenure,96016,0.00924785,90.56666667,12,1086.8,6,6520.8,,,,,9247.85,90.56666667,0,9247.85,12,1086.8,128.4423611,24,38.28,128.4423611,40.936285,-121.572692,-1,90.56666667,88.05,0,1,72,6520.8,0,2756.16,29.11,9247.85,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,46,40,45-54,TRUE,FALSE,,,Corte Madera,Two Year,6461-SZMCV,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,Low Monthly charge & Longer Tenure,94925,0.00700861,89.6528169,12,1075.833803,5.916666667,6365.35,,,,,7008.61,89.6528169,0,7008.61,12,1075.833803,98.7128169,30,9.06,98.7128169,37.924014,-122.511694,-1,89.6528169,87.95,0,7,71,6365.35,0,643.26,0,7008.61,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,63,56,55-64,TRUE,FALSE,,,La Palma,Two Year,2380-DAMQP,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,6 & more,Yes,High Monthly charge & Longer Tenure,90623,0.01127218,115.9680556,12,1391.616667,6,8349.7,,,,,11272.18,115.9680556,0,11272.18,12,1391.616667,156.5580556,25,40.59,156.5580556,33.850504,-118.039892,-1,115.9680556,115.15,0,10,72,8349.7,0,2922.48,0,11272.18,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,45,40,45-54,TRUE,FALSE,,,Duncans Mills,Two Year,5322-TEUJK,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,95430,0.00844886,114.0880282,12,1369.056338,5.916666667,8100.25,,,,,8448.86,114.0880282,0,8448.86,12,1369.056338,118.9980282,29,4.91,118.9980282,38.445603,-123.063756,-1,114.0880282,114.6,3,5,71,8100.25,0,348.61,0,8448.86,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,46,40,45-54,TRUE,FALSE,,,Tupman,Two Year,4304-TSPVK,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,Offer A,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,93276,0.00941707,115.3463235,12,1384.155882,5.666666667,7843.55,,,,,9417.07,115.3463235,0,9417.07,12,1384.155882,138.4863235,21,23.14,138.4863235,35.316263,-119.402559,-1,115.3463235,114.9,0,8,68,7843.55,0,1573.52,0,9417.07,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,56,56,55-64,TRUE,FALSE,,,Monte Rio,Month to Month,5201-USSQZ,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$75 to < $90,No,None,No,No,No,Credit Card,Yes,Yes,California,Yes,Yes,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,95462,0.00329521,84.47884615,12,1013.746154,2.166666667,2196.45,,,,,3295.21,84.47884615,0,3295.21,12,1013.746154,126.7388462,2,42.26,126.7388462,38.471049,-123.015549,-1,84.47884615,85.9,0,1,26,2196.45,0,1098.76,0,3295.21,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,56,56,55-64,TRUE,FALSE,,,Rancho Santa Fe,Month to Month,8751-EDEKA,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$75 to < $90,No,None,Yes,No,No,Credit Card,Yes,No,California,Yes,Yes,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,92091,0.00336002,86.91071429,12,1042.928571,2.333333333,2433.5,,,,,3360.02,86.91071429,0,3360.02,12,1042.928571,120.0007143,19,33.09,120.0007143,32.99356,-117.207121,-1,86.91071429,89.9,0,7,28,2433.5,0,926.52,0,3360.02,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,22,16,<25,TRUE,FALSE,,,Los Angeles,Month to Month,7088-FBAWU,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$60 to < $75,No,Offer D,Yes,Yes,No,Credit Card,Yes,No,California,Yes,Yes,Yes,1 to <2,Yes,Low Monthly charge & Shorter Tenure,90007,0.0019791,71.51764706,12,858.2117647,1.416666667,1215.8,,,,,1979.1,71.51764706,0,1979.1,12,858.2117647,116.4176471,47,44.9,116.4176471,34.027337,-118.28515,-1,71.51764706,74.55,2,8,17,1215.8,0,763.3,0,1979.1,0
